 -110.0 0.45 1.3 0.0E+0 -11.69438406374502 0.45
 -80.0 -0.225 1.3 0.0E+0 -8.387499601593625 -0.225
 -70.0 -0.45 1.2 0.0E+0 -7.2852047808764934 -0.45
 -60.0 -0.65 1.1 0.0E+0 -6.182909960159362 -0.65
 -50.0 -0.75 0.87404 0.0E+0 -5.080615139442231 -0.75
 -40.0 -0.8 0.64814 0.0E+0 -3.9783203187250992 -0.8
 -30.0 -0.8 0.42218 3.0053036227531094E-3 -2.876025498007968 -0.7937421061789376
 -20.0 -0.62 0.1962 0.033287223705153905 -1.7737306772908365 -0.5802731110085532
 -14.0 -0.865 0.06066 0.5831872377014512 -1.1123537848605575 -0.5189127791281408
 -12.0 -0.84 0.01544 0.8853740331930614 -0.8918948207171314 -0.4391630168970028
 -10.0 -0.6408 9.96E-3 0.9098106229168471 -0.6714358565737051 -0.3317522090698606
 -6.0 -0.22 7.48E-3 0.9098106229168471 -0.23051792828685255 -0.1138974500551953
 -4.0 -9.6E-3 6.84E-3 0.9098106229168492 -0.010058964143426281 -4.970070547863065E-3
 -2.0 0.2008 6.6E-3 0.9098106229168471 0.2104 0.10395730895946903
 0.0E+0 0.4112 6.44E-3 0.9098106229168471 0.4308589641434263 0.21288468846680103
 4.0 0.832 6.96E-3 0.9098106229168471 0.8717768924302788 0.4307394474814651
 6.0 1.04 8.0E-3 0.9055223850610846 1.0922358565737051 0.5393445012248402
 8.0 1.216 0.011 0.8554951461070378 1.3126948207171313 0.6435489885033898
 10.0 1.388 0.014 0.815354245001835 1.5331537848605576 0.7470334385682742
 12.0 1.524 0.017 0.7473101049313141 1.753612749003984 0.8449387043154508
 13.0 1.548 0.0315 0.6768056402942644 1.863842231075697 0.8865905508073054
 14.0 1.56 0.046 0.605150715916552 1.9740717131474101 0.9253887603377514
 16.0 1.52 0.0873 0.44154579472425053 2.1945306772908366 0.986677515977866
 20.0 1.32776 0.17 0.17605461350050713 2.635448605577689 1.0483426796214012
 24.0 1.13552 0.282 0.04626359228633887 3.0763665338645416 1.0413739319597614
 26.0 1.1 0.338 0.024104529003994564 3.296825498007968 1.0457386108376922
 30.0 1.1 0.45 7.221541968422847E-3 3.7377434262948203 1.080812864440383
 40.0 1.1 0.65 0.0E+0 4.840038247011952 1.1
 50.0 1.0 0.85 0.0E+0 5.942333067729083 1.0
 60.0 0.83 1.025 0.0E+0 7.044627888446215 0.83
 70.0 0.5533 1.2 0.0E+0 8.146922709163347 0.5533
 80.0 0.2767 1.3 0.0E+0 9.249217529880477 0.2767
 90.0 0.0E+0 1.3 0.0E+0 10.35151235059761 0.0E+0
