 -110.0 0.45 1.3 0.0E+0 -12.226908866509536 0.45
 -80.0 -0.225 1.3 0.0E+0 -8.77294529247911 -0.225
 -70.0 -0.45 1.2 0.0E+0 -7.621624101135634 -0.45
 -60.0 -0.65 1.1 0.0E+0 -6.470302909792158 -0.65
 -50.0 -0.75 0.8731 0.0E+0 -5.318981718448683 -0.75
 -40.0 -0.8 0.6463 0.0E+0 -4.167660527105207 -0.8
 -30.0 -0.8 0.4194 8.996678456842122E-4 -3.0163393357617316 -0.7980042352391071
 -20.0 -0.68 0.1925 0.04312064239846245 -1.8650181444182558 -0.626598551598782
 -14.0 -0.87 0.0564 0.520601456508692 -1.1742254296121705 -0.5396272779436381
 -12.0 -0.85 0.011 0.8061385811300089 -0.9439611913434756 -0.45927892763587
 -10.0 -0.64264 0.01014 0.8060959141087526 -0.7136969530747804 -0.34724282319825344
 -6.0 -0.22798 8.32E-3 0.8062262183077226 -0.25316847653739016 -0.12317939175299578
 -4.0 -0.02068 7.62E-3 0.8107383997129157 -0.022904238268695083 -0.011152048361597113
 -2.0 0.18668 7.12E-3 0.8057777573016759 0.20736000000000001 0.10088403868530532
 0.0E+0 0.39398 6.8E-3 0.8057777573016754 0.4376242382686951 0.21291136469486102
 4.0 0.80864 7.42E-3 0.805904161432686 0.8981527148060853 0.4369747963777028
 6.0 1.016 8.6E-3 0.8059789800884334 1.1284169530747802 0.5490109014726441
 8.0 1.189 0.0113 0.7585536015106855 1.3586811913434755 0.6559115811726907
 10.0 1.362 0.014 0.725345187802015 1.5889454296121705 0.7626521351455995
 12.0 1.478 0.0176 0.6443431253013743 1.8192096678808657 0.8598308616367916
 13.0 1.514 0.0318 0.5919782620307685 1.9343417870152133 0.9041471971208119
 14.0 1.52 0.046 0.5218421417049539 2.0494739061495605 0.9421535997605979
 16.0 1.45998 0.0873 0.3606236531491655 2.279738144418256 0.9976166701787589
 20.0 1.30888 0.17 0.14610752589624861 2.740266620955646 1.06395881363127
 24.0 1.15778 0.282 0.04115105315060169 3.200795097493036 1.0700996378943068
 26.0 1.1 0.338 0.017538297362474402 3.4310593357617316 1.0583873735837163
 30.0 1.1 0.45 4.009093225314598E-3 3.8915878122991216 1.0887632148948014
 40.0 1.1 0.65 0.0E+0 5.042909003642597 1.1
 50.0 1.0 0.85 0.0E+0 6.194230194986073 1.0
 60.0 0.83 1.025 0.0E+0 7.345551386329548 0.83
 70.0 0.5533 1.2 0.0E+0 8.496872577673024 0.5533
 80.0 0.2767 1.3 0.0E+0 9.6481937690165 0.2767
 90.0 0.0E+0 1.3 0.0E+0 10.799514960359975 0.0E+0
